1.208831,-1.958317,1.72091
1.20916,-1.942231,1.733165
1.207421,-1.906652,1.759888
1.203228,-1.8541,1.800736
1.193639,-1.788537,1.852064
1.178701,-1.711357,1.916766
1.15657,-1.621801,1.992146
1.126047,-1.528964,2.07206
1.087261,-1.440343,2.149867
1.038666,-1.359712,2.223136
0.9817005,-1.285964,2.291313
0.9176708,-1.222633,2.350875
0.8472909,-1.172314,2.402955
0.7729496,-1.132484,2.448506
0.6958774,-1.099688,2.487834
0.6172509,-1.075099,2.521992
0.5372352,-1.055536,2.553812
0.4559204,-1.039859,2.583219
0.3755336,-1.025087,2.60946
0.2949806,-1.012569,2.632697
0.2139701,-1.003739,2.65346
0.1337078,-0.9951438,2.672985
0.05496669,-0.9839079,2.692077
-0.02462512,-0.9697488,2.709927
-0.1029975,-0.958427,2.727084
-0.1801224,-0.950362,2.742614
-0.2548719,-0.9444248,2.75765
-0.3263701,-0.9355936,2.770438
-0.3918447,-0.9263364,2.780279
-0.4475086,-0.9228981,2.788888
-0.4938171,-0.9241172,2.797981
-0.529108,-0.9207529,2.805508
-0.5552625,-0.9155512,2.807943
-0.5672511,-0.9149428,2.805308
-0.5647556,-0.9213153,2.798872
-0.5490202,-0.9263793,2.789012
-0.5226518,-0.932227,2.77951
-0.4888629,-0.9350653,2.766543
-0.442448,-0.936505,2.750928
-0.38491,-0.9457912,2.736657
-0.3204972,-0.9604954,2.723392
-0.2497085,-0.9675575,2.707861
-0.1692373,-0.9709905,2.68944
-0.08052576,-0.980945,2.674915
0.004217309,-0.9996048,2.666025
0.08616108,-1.001753,2.653736
0.1801536,-1.007882,2.635273
0.2795976,-1.034856,2.61733
0.3685943,-1.061588,2.61004
0.4502609,-1.062279,2.606193
0.5391465,-1.064997,2.583556
0.630253,-1.115847,2.543325
0.7165816,-1.200737,2.497358
0.8094749,-1.271271,2.456246
0.8991236,-1.309685,2.408459
0.9843175,-1.373237,2.327907
1.05327,-1.499102,2.217078
1.105009,-1.655336,2.099842
1.142371,-1.788103,1.989868
1.172279,-1.880008,1.892219
1.193912,-1.950391,1.805154
1.199318,-1.996328,1.756028
1.202367,-2.017245,1.736134
1.204488,-2.01697,1.735132
1.205846,-2.000585,1.745381
1.206797,-1.973357,1.765524
1.210011,-1.946235,1.784865
1.204154,-1.914974,1.815508
